,status_group
4806,non functional
4807,functional
4808,non functional
4809,functional
4810,functional
4811,functional
4812,functional
4813,functional
4814,non functional
4815,non functional
4816,functional
4817,functional needs repair
4818,functional
4819,non functional
4820,non functional
4821,non functional
4822,non functional
4823,non functional
4824,non functional
4825,functional
4826,functional
4827,functional
4828,non functional
4829,non functional
4830,non functional
4831,non functional
4832,functional
4833,functional
4834,functional
4835,non functional
4836,non functional
4837,functional
4838,non functional
4839,non functional
4840,functional
4841,functional
4842,non functional
4843,functional
4844,non functional
4845,functional
4846,functional
4847,functional
4848,functional
4849,non functional
4850,functional
4851,functional
4852,non functional
4853,functional
4854,functional
4855,functional
4856,functional
4857,functional
4858,functional needs repair
4859,non functional
4860,functional
4861,non functional
4862,functional
4863,non functional
4864,functional
4865,functional needs repair
4866,functional
4867,functional
4868,functional
4869,functional
4870,non functional
4871,functional
4872,functional
4873,non functional
4874,functional
4875,non functional
4876,functional
4877,functional
4878,functional
4879,functional
4880,functional
4881,non functional
4882,non functional
4883,non functional
4884,non functional
4885,functional
4886,functional
4887,functional
4888,non functional
4889,non functional
4890,non functional
4891,non functional
4892,functional
4893,functional
4894,non functional
4895,functional
4896,functional needs repair
4897,functional
4898,functional
4899,functional
4900,functional
4901,functional needs repair
4902,non functional
4903,functional needs repair
4904,non functional
4905,functional
4906,functional
4907,non functional
4908,functional
4909,functional
4910,functional
4911,functional
4912,functional
4913,functional
4914,functional
4915,functional
4916,functional
4917,functional
4918,functional
4919,functional needs repair
4920,functional
4921,non functional
4922,non functional
4923,functional
4924,non functional
4925,non functional
4926,functional
4927,non functional
4928,functional
4929,non functional
4930,non functional
4931,functional
4932,non functional
4933,functional needs repair
4934,non functional
4935,non functional
4936,non functional
4937,functional
4938,functional
4939,non functional
4940,functional
4941,non functional
4942,functional
4943,non functional
4944,non functional
4945,functional
4946,functional
4947,non functional
4948,non functional
4949,non functional
4950,functional
4951,functional needs repair
4952,functional
4953,functional
4954,functional needs repair
4955,functional
4956,functional
4957,functional needs repair
4958,functional
4959,functional
4960,functional
4961,non functional
4962,non functional
4963,functional
4964,non functional
4965,non functional
4966,functional
4967,functional needs repair
4968,non functional
4969,functional
4970,functional
4971,functional
4972,functional
4973,non functional
4974,functional
4975,functional
4976,non functional
4977,functional
4978,functional
4979,functional
4980,non functional
4981,functional
4982,functional
4983,functional
4984,non functional
4985,non functional
4986,functional
4987,non functional
4988,functional
4989,non functional
4990,non functional
4991,functional
4992,non functional
4993,functional
4994,functional needs repair
4995,non functional
4996,non functional
4997,non functional
4998,functional
4999,functional
5000,non functional
5001,functional
5002,functional
5003,non functional
5004,functional
5005,non functional
5006,functional
5007,non functional
5008,functional
5009,functional
5010,functional needs repair
5011,non functional
5012,non functional
5013,functional
5014,functional
5015,functional
5016,non functional
5017,functional
5018,functional
5019,non functional
5020,functional
5021,functional
5022,non functional
5023,functional
5024,functional
5025,non functional
5026,functional
5027,non functional
5028,functional
5029,functional
5030,non functional
5031,functional
5032,functional
5033,functional
5034,non functional
5035,functional
5036,functional
5037,functional
5038,functional
5039,non functional
5040,non functional
5041,functional
5042,non functional
5043,functional
5044,functional
5045,functional
5046,functional
5047,non functional
5048,non functional
5049,non functional
5050,functional
5051,non functional
5052,functional
5053,functional
5054,functional
5055,functional
5056,non functional
5057,functional
5058,non functional
5059,non functional
5060,non functional
5061,functional
5062,functional
5063,functional
5064,non functional
5065,functional
5066,functional
5067,non functional
5068,non functional
5069,non functional
5070,functional
5071,functional
5072,functional
5073,non functional
5074,non functional
5075,non functional
5076,functional
5077,non functional
5078,non functional
5079,functional
5080,functional
5081,non functional
5082,functional
5083,non functional
5084,non functional
5085,non functional
5086,functional
5087,functional needs repair
5088,non functional
5089,functional
5090,non functional
5091,functional
5092,non functional
5093,non functional
5094,functional
5095,non functional
5096,non functional
5097,non functional
5098,functional
5099,functional
5100,non functional
5101,functional
5102,functional
5103,non functional
5104,functional
5105,non functional
5106,functional
5107,non functional
5108,functional
5109,non functional
5110,functional
5111,functional
5112,functional
5113,functional
5114,non functional
5115,functional
5116,functional needs repair
5117,functional
5118,non functional
5119,non functional
5120,functional
5121,non functional
5122,functional
5123,non functional
5124,functional needs repair
5125,non functional
5126,functional
5127,functional
5128,non functional
5129,non functional
5130,functional
5131,functional
5132,functional
5133,functional
5134,functional needs repair
5135,functional
5136,functional needs repair
5137,non functional
5138,functional
5139,functional
5140,functional
5141,functional
5142,functional
5143,non functional
5144,functional
5145,functional
5146,functional
5147,non functional
5148,non functional
5149,functional
5150,functional
5151,non functional
5152,functional needs repair
5153,functional
5154,functional
5155,non functional
